obstime,tempr,ap,ws,wd,rh,blizzard
02-06-2016 00:00,-13.58,966.75,15.42,76.03,49.4,0
02-06-2016 01:00,-13.95,966.69,14.87,77.85,50.22,0
02-06-2016 02:00,-13.96,966.83,13.08,77.47,49.27,0
02-06-2016 03:00,-14.16,967.02,12.83,78.15,49.02,0
02-06-2016 04:00,-14.49,967.24,13.35,79.85,49.33,0
02-06-2016 05:00,-14.71,967.14,12.84,78.32,48.02,0
02-06-2016 06:00,-14.78,967.27,12.7,76.65,47.16,0
02-06-2016 07:00,-15.01,967.49,13.07,77.32,46.27,0
02-06-2016 08:00,-15.09,967.8,12.07,75.85,46.26,0
02-06-2016 09:00,-15.26,968.08,11.01,76.95,47.23,0
02-06-2016 10:00,-15.31,968.4,11.98,78.68,47.25,0
02-06-2016 11:00,-15.46,968.51,10.8,76.45,47.39,0
02-06-2016 12:00,-15.62,968.56,11.29,77.42,48.22,0
02-06-2016 13:00,-15.72,968.52,10.8,78.02,48.42,0
02-06-2016 14:00,-15.85,968.72,10.77,76.22,48.15,0
02-06-2016 15:00,-15.72,968.98,10.4,72.52,45.32,0
02-06-2016 16:00,-15.89,969.03,11.3,71,45.38,0
02-06-2016 17:00,-15.77,969.23,11.79,64.45,45.54,0
02-06-2016 18:00,-15.71,969.14,14.08,51.75,48.73,0
02-06-2016 19:00,-15.78,969.23,14.52,49.63,49.37,0
02-06-2016 20:00,-15.85,969.22,14.35,48.68,49.1,0
02-06-2016 21:00,-15.98,969.45,14.44,51.17,48.87,0
02-06-2016 22:00,-16.1,969.84,14.54,49.95,51.9,0
02-06-2016 23:00,-16.21,969.67,15.92,48.62,54.95,0
03-06-2016 00:00,-16.3,969.56,16.81,47.02,59.85,0
03-06-2016 01:00,-16.47,969.86,14.46,39.32,66.99,0
03-06-2016 02:00,-18.02,970.1,9.87,184.9,73.61,0
03-06-2016 03:00,-19.04,970.36,5.83,300.75,75.98,0
03-06-2016 04:00,-18.58,970.8,9.78,133.62,76.59,0
03-06-2016 05:00,-21.62,971.39,6.62,306.87,73.53,0
03-06-2016 06:00,-22.84,971.8,2.28,271.02,72.17,0
03-06-2016 07:00,-22.08,972.13,1.25,129.42,72.77,0
03-06-2016 08:00,-21.14,972.29,1.93,74.72,73.78,0
03-06-2016 09:00,-20.24,972.45,4.54,55.03,74.79,0
03-06-2016 10:00,-19.26,972.59,6.19,30.73,75.88,0
03-06-2016 11:00,-18.08,973.16,11.55,44.72,76.1,0
03-06-2016 12:00,-17.92,973.74,11.32,53.88,74.22,0
03-06-2016 13:00,-18.16,974.4,8.75,54.43,71.04,0
03-06-2016 14:00,-18.25,975.24,6.68,64.37,68.87,0
03-06-2016 15:00,-19.16,976.04,6.49,90.73,68.65,0
03-06-2016 16:00,-19.72,976.78,6.16,95.68,66.3,0
03-06-2016 17:00,-19.68,977.4,6.24,107.1,56.6,0
03-06-2016 18:00,-20.6,978.49,4.22,121.83,55.18,0
03-06-2016 19:00,-20.65,979.64,4.62,129.77,53.24,0
03-06-2016 20:00,-20.65,980.99,6.16,132.53,51.17,0
03-06-2016 21:00,-21.1,982.15,3.74,184.33,52.63,0
03-06-2016 22:00,-21.31,983.07,4.41,152.95,54.98,0
03-06-2016 23:00,-20.92,984.18,6.44,112.33,53.38,0
04-06-2016 00:00,-20.84,984.2,6.51,111.97,53.5,0
04-06-2016 01:00,-20.76,984.22,6.57,111.6,53.62,0
04-06-2016 02:00,-20.68,984.24,6.63,111.23,53.74,0
04-06-2016 03:00,-20.6,984.26,6.69,110.87,53.85,0
04-06-2016 04:00,-20.52,984.28,6.76,110.5,53.97,0
04-06-2016 05:00,-20.44,984.29,6.82,110.13,54.09,0
04-06-2016 06:00,-20.36,984.31,6.88,109.77,54.21,0
04-06-2016 07:00,-20.28,984.33,6.94,109.4,54.32,0
04-06-2016 08:00,-20.2,984.35,7.01,109.03,54.44,0
04-06-2016 09:00,-20.12,984.37,7.07,108.67,54.56,0
04-06-2016 10:00,-20.04,984.39,7.13,108.3,54.67,0
04-06-2016 11:00,-19.96,984.4,7.19,107.93,54.79,0
04-06-2016 12:00,-19.88,984.42,7.26,107.56,54.91,0
04-06-2016 13:00,-19.8,984.44,7.32,107.2,55.03,0
04-06-2016 14:00,-19.72,984.46,7.38,106.83,55.14,0
04-06-2016 15:00,-19.63,984.48,7.44,106.46,55.26,0
04-06-2016 16:00,-19.55,984.5,7.51,106.1,55.38,0
04-06-2016 17:00,-19.47,984.51,7.57,105.73,55.49,0
04-06-2016 18:00,-19.39,984.53,7.63,105.36,55.61,0
04-06-2016 19:00,-19.31,984.55,7.69,105,55.73,0
04-06-2016 20:00,-19.23,984.57,7.76,104.63,55.85,0
04-06-2016 21:00,-19.15,984.59,7.82,104.26,55.96,0
04-06-2016 22:00,-19.07,984.61,7.88,103.9,56.08,0
04-06-2016 23:00,-18.99,984.62,7.94,103.53,56.2,0
05-06-2016 00:00,-18.91,984.64,8.01,103.16,56.31,0
05-06-2016 01:00,-18.83,984.66,8.07,102.8,56.43,0
05-06-2016 02:00,-18.75,984.68,8.13,102.43,56.55,0
05-06-2016 03:00,-18.67,984.7,8.19,102.06,56.67,0
05-06-2016 04:00,-18.59,984.72,8.26,101.7,56.78,0
05-06-2016 05:00,-18.51,984.73,8.32,101.33,56.9,0
05-06-2016 06:00,-18.43,984.75,8.38,100.96,57.02,0
05-06-2016 07:00,-18.35,984.77,8.44,100.6,57.13,0
05-06-2016 08:00,-18.27,984.79,8.51,100.23,57.25,0
05-06-2016 09:00,-18.19,984.81,8.57,99.86,57.37,0
05-06-2016 10:00,-18.11,984.83,8.63,99.49,57.49,0
05-06-2016 11:00,-18.03,984.84,8.69,99.13,57.6,0
05-06-2016 12:00,-17.95,984.86,8.76,98.76,57.72,0
05-06-2016 13:00,-17.87,984.88,8.82,98.39,57.84,0
05-06-2016 14:00,-17.79,984.9,8.88,98.03,57.95,0
05-06-2016 15:00,-17.71,984.92,8.94,97.66,58.07,0
05-06-2016 16:00,-17.63,984.93,9.01,97.29,58.19,0
05-06-2016 17:00,-17.55,984.95,9.07,96.93,58.31,0
05-06-2016 18:00,-17.47,984.97,9.13,96.56,58.42,0
05-06-2016 19:00,-17.39,984.99,9.19,96.19,58.54,0
05-06-2016 20:00,-17.31,985.01,9.26,95.83,58.66,0
05-06-2016 21:00,-17.23,985.03,9.32,95.46,58.77,0
05-06-2016 22:00,-17.15,985.04,9.38,95.09,58.89,0
05-06-2016 23:00,-17.07,985.06,9.44,94.73,59.01,0
06-06-2016 00:00,-16.99,985.08,9.51,94.36,59.13,0
06-06-2016 01:00,-16.91,985.1,9.57,93.99,59.24,0
06-06-2016 02:00,-16.83,985.12,9.63,93.63,59.36,0
06-06-2016 03:00,-16.75,985.14,9.69,93.26,59.48,0
06-06-2016 04:00,-16.67,985.15,9.76,92.89,59.6,0
06-06-2016 05:00,-16.59,985.17,9.82,92.53,59.71,0
06-06-2016 06:00,-16.51,985.19,9.88,92.16,59.83,0
06-06-2016 07:00,-16.43,985.21,9.94,91.79,59.95,0
06-06-2016 08:00,-16.35,985.23,10.01,91.43,60.06,0
06-06-2016 09:00,-16.27,985.25,10.07,91.06,60.18,0
06-06-2016 10:00,-16.19,985.26,10.13,90.69,60.3,0
06-06-2016 11:00,-16.11,985.28,10.19,90.32,60.42,0
06-06-2016 12:00,-16.02,985.3,10.26,89.96,60.53,0
06-06-2016 13:00,-15.94,985.32,10.32,89.59,60.65,0
06-06-2016 14:00,-15.86,985.34,10.38,89.22,60.77,0
06-06-2016 15:00,-15.78,985.36,10.44,88.86,60.88,0
06-06-2016 16:00,-15.7,985.37,10.51,88.49,61,0
06-06-2016 17:00,-15.62,985.39,10.57,88.12,61.12,0
06-06-2016 18:00,-15.54,985.41,10.63,87.76,61.24,0
06-06-2016 19:00,-15.46,985.43,10.69,87.39,61.35,0
06-06-2016 20:00,-15.38,985.45,10.76,87.02,61.47,0
06-06-2016 21:00,-15.3,985.47,10.82,86.66,61.59,0
06-06-2016 22:00,-15.22,985.48,10.88,86.29,61.7,0
06-06-2016 23:00,-15.14,985.5,10.94,85.92,61.82,0
07-06-2016 00:00,-15.06,985.52,11.01,85.56,61.94,0
07-06-2016 01:00,-14.98,985.54,11.07,85.19,62.06,0
07-06-2016 02:00,-14.9,985.56,11.13,84.82,62.17,0
07-06-2016 03:00,-14.82,985.58,11.19,84.46,62.29,0
07-06-2016 04:00,-14.74,985.59,11.26,84.09,62.41,0
07-06-2016 05:00,-14.66,985.61,11.32,83.72,62.52,0
07-06-2016 06:00,-14.58,985.63,11.38,83.36,62.64,0
07-06-2016 07:00,-14.5,985.65,11.44,82.99,62.76,0
07-06-2016 08:00,-14.42,985.67,11.51,82.62,62.88,0
07-06-2016 09:00,-14.34,985.68,11.57,82.25,62.99,0
07-06-2016 10:00,-14.26,985.7,11.63,81.89,63.11,0
07-06-2016 11:00,-14.18,985.72,11.69,81.52,63.23,0
07-06-2016 12:00,-14.1,985.74,11.76,81.15,63.34,0
07-06-2016 13:00,-14.02,985.76,11.82,80.79,63.46,0
07-06-2016 14:00,-13.94,985.78,11.88,80.42,63.58,0
07-06-2016 15:00,-13.86,985.79,11.94,80.05,63.7,0
07-06-2016 16:00,-13.78,985.81,12.01,79.69,63.81,0
07-06-2016 17:00,-13.7,985.83,12.07,79.32,63.93,0
07-06-2016 18:00,-13.62,985.85,12.13,78.95,64.05,0
07-06-2016 19:00,-13.54,985.87,12.19,78.59,64.16,0
07-06-2016 20:00,-13.46,985.89,12.26,78.22,64.28,0
07-06-2016 21:00,-13.38,985.9,12.32,77.85,64.4,0
07-06-2016 22:00,-13.3,985.92,12.38,77.49,64.52,0
07-06-2016 23:00,-13.22,985.94,12.44,77.12,64.63,0
08-06-2016 00:00,-13.14,985.96,12.51,76.75,64.75,0
08-06-2016 01:00,-13.06,985.98,12.57,76.39,64.87,0
08-06-2016 02:00,-12.98,986,12.63,76.02,64.98,0
08-06-2016 03:00,-12.9,986.01,12.69,75.65,65.1,0
08-06-2016 04:00,-12.82,986.03,12.76,75.29,65.22,0
08-06-2016 05:00,-12.74,986.05,12.82,74.92,65.34,0
08-06-2016 06:00,-12.66,986.07,12.88,74.55,65.45,0
08-06-2016 07:00,-12.58,986.09,12.94,74.18,65.57,0
08-06-2016 08:00,-12.5,986.11,13.01,73.82,65.69,0
08-06-2016 09:00,-12.42,986.12,13.07,73.45,65.81,0
08-06-2016 10:00,-12.33,986.14,13.13,73.08,65.92,0
08-06-2016 11:00,-12.25,986.16,13.19,72.72,66.04,0
08-06-2016 12:00,-12.17,986.18,13.26,72.35,66.16,0
08-06-2016 13:00,-12.09,986.2,13.32,71.98,66.27,0
08-06-2016 14:00,-12.01,986.22,13.38,71.62,66.39,0
08-06-2016 15:00,-11.93,986.23,13.44,71.25,66.51,0
08-06-2016 16:00,-11.85,986.25,13.51,70.88,66.63,0
08-06-2016 17:00,-11.77,986.27,13.57,70.52,66.74,0
08-06-2016 18:00,-11.69,986.29,13.63,70.15,66.86,0
08-06-2016 19:00,-11.61,986.31,13.69,69.78,66.98,0
08-06-2016 20:00,-11.53,986.33,13.76,69.42,67.09,0
08-06-2016 21:00,-11.45,986.34,13.82,69.05,67.21,0
08-06-2016 22:00,-11.37,986.36,13.88,68.68,67.33,0
08-06-2016 23:00,-11.29,986.38,13.94,68.32,67.45,0
09-06-2016 00:00,-11.21,986.4,14.01,67.95,67.56,0
09-06-2016 01:00,-11.91,986.4,15.82,80.22,69.66,0
09-06-2016 02:00,-12,986.43,17.78,76.33,76.12,0
09-06-2016 03:00,-11.48,986.26,18.16,72.28,77.68,0
09-06-2016 04:00,-11.19,986.18,16.12,73.42,78.34,0
09-06-2016 05:00,-10.8,985.86,12.81,74.88,76.12,0
09-06-2016 06:00,-10.16,985.55,11.29,65.92,70.51,0
09-06-2016 07:00,-10.24,985.17,12.21,70.97,72.48,0
09-06-2016 08:00,-10.2,984.69,12.18,76.37,73.41,0
09-06-2016 09:00,-10.3,984.22,12.03,77.13,75.41,0
09-06-2016 10:00,-10,983.7,9.71,70.82,76.28,0
09-06-2016 11:00,-9.72,982.94,8.25,73.55,76.06,0
09-06-2016 12:00,-9.77,982.05,8.61,85.5,76.61,0
09-06-2016 13:00,-9.45,980.91,9.16,79.25,74.95,0
09-06-2016 14:00,-9.16,979.87,9.96,81.93,75.03,0
09-06-2016 15:00,-8.92,978.92,6.41,70.4,80.45,0
09-06-2016 16:00,-8.88,978.04,6.21,65.95,80.76,0
09-06-2016 17:00,-9.06,976.98,6.43,84.73,81.45,0
09-06-2016 18:00,-8.43,975.6,7.68,76.05,79.65,0
09-06-2016 19:00,-7.56,974.42,11,62.72,76.32,0
09-06-2016 20:00,-7.93,973.28,18.09,68.12,78.77,0
09-06-2016 21:00,-7.97,972.54,18.51,73.07,71.27,0
09-06-2016 22:00,-7.94,971.79,17.18,69.4,64.77,0
09-06-2016 23:00,-8.17,970.69,16.57,73.92,60.47,0
10-06-2016 00:00,-8.64,969.86,13.58,69.39,57.18,0
10-06-2016 01:00,-9.29,969.2,8.71,55.13,62.95,0
10-06-2016 02:00,-8.85,968.62,7.74,71.8,69.02,0
10-06-2016 03:00,-9.3,968.43,5.62,87.88,76.29,0
10-06-2016 04:00,-9.03,968.37,5.99,90.4,80.2,0
10-06-2016 05:00,-8.65,968.02,8.19,85.6,76.03,0
10-06-2016 06:00,-8.64,967.67,12.83,72.62,67.11,0
10-06-2016 07:00,-8.89,967.05,15.4,71.1,66.8,0
10-06-2016 08:00,-8.74,966.62,19.03,73.95,64.68,0
10-06-2016 09:00,-9.1,966.42,21.76,74.22,62.08,0
10-06-2016 10:00,-9.84,966.17,22.1,75.68,64.55,0
10-06-2016 11:00,-9.52,966.35,19.69,73.78,57.88,0
10-06-2016 12:00,-9.99,966.36,21.26,75.9,59.65,0
10-06-2016 13:00,-10.98,966.43,21.18,78.9,61.11,0
10-06-2016 14:00,-10.88,966.3,25.84,73.57,59.82,0
10-06-2016 15:00,-11.61,966.26,26.77,76.92,61.71,0
10-06-2016 16:00,-12.63,965.9,27.84,80.82,66.55,0
10-06-2016 17:00,-12.79,965.75,30.45,75.2,61.83,0
10-06-2016 18:00,-13.06,965.52,29.25,76.77,62.95,0
10-06-2016 19:00,-12.45,965.29,28.68,75.13,59.87,0
10-06-2016 20:00,-11.38,964.98,29.37,75.42,59.31,0
10-06-2016 21:00,-10.55,964.98,27.05,75.38,58.24,0
10-06-2016 22:00,-10.04,965.2,23.83,76.1,57.05,0
10-06-2016 23:00,-10.02,965.14,22.5,76,58.2,0
11-06-2016 00:00,-10.08,965.06,21.46,75.49,59.35,0
11-06-2016 01:00,-10.08,965.34,19.43,77.88,57.81,0
11-06-2016 02:00,-10.44,965.5,18.04,81.32,55.5,0
11-06-2016 03:00,-11.47,965.68,16.81,85.83,57.06,0
11-06-2016 04:00,-12.23,965.73,22.23,81.58,55.98,0
11-06-2016 05:00,-13.3,965.59,22.24,79.8,54.8,0
11-06-2016 06:00,-14.35,965.65,17.49,85.08,54.88,0
11-06-2016 07:00,-14.31,965.5,20.05,80.2,52.64,0
11-06-2016 08:00,-14.61,965.71,17.62,83.28,53.18,0
11-06-2016 09:00,-14.59,965.82,17.94,80.78,52.34,0
11-06-2016 10:00,-14.74,965.8,21.52,77.12,50.96,0
11-06-2016 11:00,-15.02,965.94,21.24,77.08,52.84,0
11-06-2016 12:00,-15,966.2,18.93,78.43,52.63,0
11-06-2016 13:00,-15.4,966.13,21.76,78,53.24,0
11-06-2016 14:00,-15.22,966.33,18.94,76.65,52.6,0
11-06-2016 15:00,-15.3,966.42,16.12,80.65,52.6,0
11-06-2016 16:00,-15.46,966.39,17.4,78.48,52.29,0
11-06-2016 17:00,-15.54,966.41,16.36,81.92,53.94,0
11-06-2016 18:00,-15.25,966.4,16.08,80.52,53.19,0
11-06-2016 19:00,-14.86,966.52,14.76,79,52.43,0
11-06-2016 20:00,-13.92,966.56,13.45,76.5,52.12,0
11-06-2016 21:00,-13.71,966.61,15.69,80.28,53.62,0
11-06-2016 22:00,-13.5,966.79,14.37,81.88,52.81,0
11-06-2016 23:00,-13.46,966.78,15.94,80.27,50.63,0
12-06-2016 00:00,-13.61,967.16,15.81,80.79,50.67,0
12-06-2016 01:00,-13.77,967.53,15.68,81.3,50.71,0
12-06-2016 02:00,-13.92,967.91,15.56,81.82,50.75,0
12-06-2016 03:00,-14.08,968.28,15.43,82.34,50.79,0
12-06-2016 04:00,-14.23,968.66,15.31,82.86,50.83,0
12-06-2016 05:00,-14.39,969.03,15.18,83.38,50.87,0
12-06-2016 06:00,-14.55,969.41,15.05,83.9,50.91,0
12-06-2016 07:00,-14.7,969.78,14.93,84.42,50.95,0
12-06-2016 08:00,-14.86,970.16,14.8,84.93,50.99,0
12-06-2016 09:00,-15.01,970.54,14.68,85.45,51.03,0
12-06-2016 10:00,-15.17,970.91,14.55,85.97,51.08,0
12-06-2016 11:00,-15.32,971.29,14.42,86.49,51.12,0
12-06-2016 12:00,-15.48,971.66,14.3,87.01,51.16,0
12-06-2016 13:00,-15.64,972.04,14.17,87.53,51.2,0
12-06-2016 14:00,-15.79,972.41,14.05,88.05,51.24,0
12-06-2016 15:00,-15.95,972.79,13.92,88.56,51.28,0
12-06-2016 16:00,-16.1,973.16,13.79,89.08,51.32,0
12-06-2016 17:00,-16.26,973.54,13.67,89.6,51.36,0
12-06-2016 18:00,-16.41,973.91,13.54,90.12,51.4,0
12-06-2016 19:00,-16.57,974.29,13.42,90.64,51.44,0
12-06-2016 20:00,-16.73,974.66,13.29,91.16,51.48,0
12-06-2016 21:00,-16.88,975.04,13.16,91.68,51.52,0
12-06-2016 22:00,-17.04,975.42,13.04,92.19,51.57,0
12-06-2016 23:00,-17.19,975.79,12.91,92.71,51.61,0
13-06-2016 00:00,-17.35,976.17,12.79,93.23,51.65,0
13-06-2016 01:00,-17.5,976.54,12.66,93.75,51.69,0
13-06-2016 02:00,-17.66,976.92,12.53,94.27,51.73,0
13-06-2016 03:00,-17.82,977.29,12.41,94.79,51.77,0
13-06-2016 04:00,-17.97,977.67,12.28,95.31,51.81,0
13-06-2016 05:00,-18.13,978.04,12.16,95.82,51.85,0
13-06-2016 06:00,-18.28,978.42,12.03,96.34,51.89,0
13-06-2016 07:00,-18.44,978.79,11.91,96.86,51.93,0
13-06-2016 08:00,-18.59,979.17,11.78,97.38,51.97,0
13-06-2016 09:00,-18.75,979.54,11.65,97.9,52.01,0
13-06-2016 10:00,-18.91,979.92,11.53,98.42,52.06,0
13-06-2016 11:00,-19.06,980.29,11.4,98.94,52.1,0
13-06-2016 12:00,-19.22,980.67,11.28,99.45,52.14,0
13-06-2016 13:00,-19.37,981.05,11.15,99.97,52.18,0
13-06-2016 14:00,-19.53,981.42,11.02,100.49,52.22,0
13-06-2016 15:00,-19.68,981.8,10.9,101.01,52.26,0
13-06-2016 16:00,-19.84,982.17,10.77,101.53,52.3,0
13-06-2016 17:00,-20,982.55,10.65,102.05,52.34,0
13-06-2016 18:00,-20.15,982.92,10.52,102.57,52.38,0
13-06-2016 19:00,-20.31,983.3,10.39,103.08,52.42,0
13-06-2016 20:00,-20.46,983.67,10.27,103.6,52.46,0
13-06-2016 21:00,-20.62,984.05,10.14,104.12,52.5,0
13-06-2016 22:00,-20.77,984.42,10.02,104.64,52.55,0
13-06-2016 23:00,-20.93,984.8,9.89,105.16,52.59,0
14-06-2016 00:00,-21.09,985.17,9.76,105.68,52.63,0
14-06-2016 01:00,-22.86,986.78,6.08,184.3,59.22,0
14-06-2016 02:00,-23.13,987.75,3.09,217.83,63.16,0
14-06-2016 03:00,-24.56,988.45,4.91,247.53,67.02,0
14-06-2016 04:00,-25.8,989.93,6.3,231.93,67.65,0
14-06-2016 05:00,-25.95,990.84,5.8,208.75,68.14,0
14-06-2016 06:00,-26.84,991.66,5.68,238.15,67.6,0
14-06-2016 07:00,-26.92,992.7,2.88,260.88,67.42,0
14-06-2016 08:00,-27.04,993.45,2.3,246.45,67.08,0
14-06-2016 09:00,-26.71,994.1,2.02,256.62,67.38,0
14-06-2016 10:00,-26.31,994.58,2.04,285.32,67.47,0
14-06-2016 11:00,-26.14,994.76,1.84,250.23,67.4,0
14-06-2016 12:00,-25.78,994.97,2.18,196.25,67.71,0
14-06-2016 13:00,-24.82,994.85,2.37,65.97,67.67,0
14-06-2016 14:00,-23.99,994.82,1.04,164.97,65.71,0
14-06-2016 15:00,-23.43,994.43,2.22,213.57,59.61,0
14-06-2016 16:00,-23.12,993.63,1.26,209.2,53.57,0
14-06-2016 17:00,-22.68,993.36,3.26,184.55,50.21,0
14-06-2016 18:00,-22.74,993.19,0.79,193.67,51.44,0
14-06-2016 19:00,-23.15,992.52,0.6,183.82,52.51,0
14-06-2016 20:00,-21.9,991.71,4.26,72.3,50.11,0
14-06-2016 21:00,-20.84,991.28,5.9,64.82,49.22,0
14-06-2016 22:00,-20.44,990.67,4.99,61.75,50,0
14-06-2016 23:00,-20.06,990.03,2.59,65.5,51.34,0
15-06-2016 00:00,-19.87,989.1,3.04,87.27,49.75,0
15-06-2016 01:00,-19.77,988.07,3.26,182.85,50.03,0
15-06-2016 02:00,-19.67,987.4,5.51,199,49.74,0
15-06-2016 03:00,-19.32,987.08,5.64,200.42,44.95,0
15-06-2016 04:00,-19.45,986.42,6.76,195.92,58.71,0
15-06-2016 05:00,-19.62,985.55,8.43,209.7,70.9,0
15-06-2016 06:00,-19.43,984.85,8.57,212.07,73.93,0
15-06-2016 07:00,-19.31,984.3,8.01,211.28,75.21,0
15-06-2016 08:00,-19.315,984.075,8.065,201.99,75.215,
15-06-2016 09:00,-19.32,983.85,8.12,192.7,75.22,0
15-06-2016 10:00,-18.71,983.7,9.85,200.12,75.06,0
15-06-2016 11:00,-18.21,983.69,10.52,203.82,74.42,0
15-06-2016 12:00,-18.13,983.43,8.32,206.93,73.78,0
15-06-2016 13:00,-18.73,983.32,9.82,205.9,74.39,0
15-06-2016 14:00,-19.27,983.09,6.86,183.33,72.59,0
15-06-2016 15:00,-19.36,982.75,5.13,171.45,68.64,0
15-06-2016 16:00,-19.88,982.45,4.76,181.62,68.39,0
15-06-2016 17:00,-20.37,982.07,4.04,160.37,68.03,0
15-06-2016 18:00,-21.04,981.81,4.09,185.65,65.48,0
15-06-2016 19:00,-24.12,982.19,9.87,188.45,69.15,0
15-06-2016 20:00,-23.3,981.85,3.11,123.92,68.84,0
15-06-2016 21:00,-22.94,981.51,5.25,136.12,68.83,0
15-06-2016 22:00,-24.4,981.92,3.25,282.88,70.28,0
15-06-2016 23:00,-24.39,981.52,5.76,139.12,70.52,0
16-06-2016 00:00,-22.92807692,986.6305128,8.980128205,88.695,70.27666667,
16-06-2016 01:00,-22.91,986.1683333,9.273333333,135.505,70.03333333,
16-06-2016 02:00,-22.89192308,985.8861538,10.58153846,142.6,69.79,
16-06-2016 03:00,-22.74884615,985.7789744,10.82974359,142.33,69.54666667,
16-06-2016 04:00,-22.84576923,985.5017949,11.57294872,139.1,69.30333333,
16-06-2016 05:00,-22.96269231,985.1196154,12.59115385,145.01,69.06,
16-06-2016 06:00,-22.89961538,984.8224359,12.84435897,145.215,68.81666667,
16-06-2016 07:00,-22.87153846,984.6002564,12.7475641,143.84,68.57333333,
16-06-2016 08:00,-22.90596154,984.5405769,12.95826923,138.215,68.33,
16-06-2016 09:00,-22.94038462,984.4808974,13.16897436,132.59,68.08666667,
16-06-2016 10:00,-22.66730769,984.4587179,14.21717949,135.32,67.84333333,
16-06-2016 11:00,-22.44923077,984.5065385,14.73538462,136.19,67.6,
16-06-2016 12:00,-22.44115385,984.429359,13.81858974,136.765,67.35666667,
16-06-2016 13:00,-22.77307692,984.4271795,14.75179487,135.27,67.11333333,
16-06-2016 14:00,-23.075,984.365,13.455,123.005,66.87,
16-06-2016 15:00,-22.965,984.275,12.895,117.26,66.62666667,
16-06-2016 16:00,-23.21,984.42,11.9,119.67,66.38333333,
16-06-2016 17:00,-23.475,984.465,9.96,106.82,66.14,
16-06-2016 18:00,-23.85,984.32,10.12,119.26,65.89666667,
16-06-2016 19:00,-25.47,984.33,11.82,120.3,65.65333333,
16-06-2016 20:00,-24.875,983.935,8.66,87.7,65.41,
16-06-2016 21:00,-24.735,983.755,8.455,88.17,65.16666667,
16-06-2016 22:00,-25.51,983.92,7.185,158.14,64.92333333,
16-06-2016 23:00,-25.695,983.585,6.79,103.86,64.68,
17-06-2016 00:00,-25.98615385,984.1610256,14.92025641,90.12,64.43666667,
17-06-2016 01:00,-26.05,984.2666667,15.28666667,88.16,64.19333333,
17-06-2016 02:00,-26.11384615,984.3723077,15.65307692,86.2,63.95,
17-06-2016 03:00,-26.17769231,984.4779487,16.01948718,84.24,63.70666667,
17-06-2016 04:00,-26.24153846,984.5835897,16.38589744,82.28,63.46333333,
17-06-2016 05:00,-26.30538462,984.6892308,16.75230769,80.32,63.22,
17-06-2016 06:00,-26.36923077,984.7948718,17.11871795,78.36,62.97666667,
17-06-2016 07:00,-26.43307692,984.9005128,17.48512821,76.4,62.73333333,
17-06-2016 08:00,-26.49692308,985.0061538,17.85153846,74.44,62.49,
17-06-2016 09:00,-26.56076923,985.1117949,18.21794872,72.48,62.24666667,
17-06-2016 10:00,-26.62461538,985.2174359,18.58435897,70.52,62.00333333,
17-06-2016 11:00,-26.68846154,985.3230769,18.95076923,68.56,61.76,
17-06-2016 12:00,-26.75230769,985.4287179,19.31717949,66.6,61.51666667,
17-06-2016 13:00,-26.81615385,985.534359,19.68358974,64.64,61.27333333,
17-06-2016 14:00,-26.88,985.64,20.05,62.68,61.03,0
17-06-2016 15:00,-26.57,985.8,20.66,63.07,58.92,0
17-06-2016 16:00,-26.54,986.39,19.04,57.72,58.16,0
17-06-2016 17:00,-26.58,986.86,15.88,53.27,55.71,0
17-06-2016 18:00,-26.66,986.83,16.15,52.87,54.74,0
17-06-2016 19:00,-26.82,986.47,13.77,52.15,52.94,0
17-06-2016 20:00,-26.45,986.02,14.21,51.48,52.5,0
17-06-2016 21:00,-26.53,986,11.66,40.22,54.08,0
17-06-2016 22:00,-26.62,985.92,11.12,33.4,54.68,0
17-06-2016 23:00,-27,985.65,7.82,68.6,53.84,0
18-06-2016 00:00,-27.15,985.27,8.03,81.1,52.19,0
18-06-2016 01:00,-27.1,985.02,7.09,99.67,52.72,0
18-06-2016 02:00,-26.97,984.59,8.58,93.73,51.69,0
18-06-2016 03:00,-26.88,984.21,7.78,91.93,52.06,0
18-06-2016 04:00,-26.69,984.08,7.59,79.05,50.42,0
18-06-2016 05:00,-26.9,984.21,7.53,115.88,49.2,0
18-06-2016 06:00,-26.83,984.1,6.02,88.87,49.71,0
18-06-2016 07:00,-27.34,983.91,7.69,109.22,49.42,0
18-06-2016 08:00,-26.76,983.9,6.95,110.35,46.7,0
18-06-2016 09:00,-26.62,983.75,8.53,102.92,46.04,0
18-06-2016 10:00,-26.92,983.48,10.25,104.77,48.08,0
18-06-2016 11:00,-26.51,983.38,9.02,85.2,48.82,0
18-06-2016 12:00,-26.32,982.96,11.44,76,47.74,0
18-06-2016 13:00,-26.6,982.71,11.12,86.88,47.8,0
18-06-2016 14:00,-26.68,982.55,12.98,90.4,44.98,0
18-06-2016 15:00,-26.59,982.23,11,81.47,45.05,0
18-06-2016 16:00,-26.97,982.12,12.07,94.95,43.9,0
18-06-2016 17:00,-27.44,981.61,11.47,109.93,46.01,0
18-06-2016 18:00,-27.2,981.29,12.06,94.87,43.19,0
18-06-2016 19:00,-27.18,980.92,10.65,90.35,42.36,0
18-06-2016 20:00,-27.36,980.64,11.92,94.42,42.13,0
18-06-2016 21:00,-27.39,980.14,11.52,97.57,41.66,0
18-06-2016 22:00,-27.64,979.29,11.83,105.25,42,0
